지점,지점명,일시,평균기온(°C)
499,중면,2019-02,-2.2
499,중면,2019-03,4
499,중면,2019-04,9.7
499,중면,2019-05,17.2
499,중면,2019-06,20.6
499,중면,2019-07,24.6
499,중면,2019-08,25
499,중면,2019-09,20.1
499,중면,2019-10,13.3
499,중면,2019-11,4
499,중면,2019-12,-1.7
500,양도,2015-01,-2
500,양도,2015-02,.1
500,양도,2015-03,4.5
500,양도,2015-04,11.9
500,양도,2015-05,16.6
500,양도,2015-06,21.5
500,양도,2015-07,24.3
500,양도,2015-08,25.1
500,양도,2015-09,20.4
500,양도,2015-10,14.1
500,양도,2015-11,8.3
500,양도,2015-12,1
500,양도,2016-01,-3.4
500,양도,2016-02,-.4
500,양도,2016-03,5.7
500,양도,2016-04,12
500,양도,2016-05,17.7
500,양도,2016-06,21.2
500,양도,2016-07,24.6
500,양도,2016-08,26.2
500,양도,2016-09,21.1
500,양도,2016-10,14.4
500,양도,2016-11,6.1
500,양도,2016-12,.5
500,양도,2017-01,-2.9
500,양도,2017-02,-1.2
500,양도,2017-03,4.4
500,양도,2017-04,11.4
500,양도,2017-05,16.9
500,양도,2017-06,21.2
500,양도,2017-07,25.5
500,양도,2017-08,24.3
500,양도,2017-09,19.9
500,양도,2017-10,14
500,양도,2017-11,4.4
500,양도,2018-01,-4.7
500,양도,2018-02,-2.6
500,양도,2018-03,6.3
500,양도,2018-04,11.3
500,양도,2018-05,16.1
500,양도,2018-06,21
500,양도,2018-07,25.9
500,양도,2018-08,27.3
500,양도,2018-09,20.3
500,양도,2018-10,12.7
500,양도,2018-11,7.2
500,양도,2018-12,-1.2
500,양도,2019-01,-1.8
500,양도,2019-02,0
500,양도,2019-03,5.8
500,양도,2019-04,10.9
500,양도,2019-05,17.2
500,양도,2019-06,20.6
500,양도,2019-07,24.7
500,양도,2019-08,26
500,양도,2019-09,21.5
500,양도,2019-10,15.5
500,양도,2019-11,6.8
500,양도,2019-12,.9
501,대연평,2015-01,-.6
501,대연평,2015-02,1.1
501,대연평,2015-03,4.7
501,대연평,2015-04,11.1
501,대연평,2015-05,15.6
501,대연평,2015-06,20.5
501,대연평,2015-07,23.6
501,대연평,2015-08,25.3
501,대연평,2015-09,22.3
501,대연평,2015-10,16.1
501,대연평,2015-11,9.4
501,대연평,2015-12,3.1
501,대연평,2016-01,-2
501,대연평,2016-02,.4
501,대연평,2016-03,5.4
501,대연평,2016-04,11.4
501,대연평,2016-05,16.6
501,대연평,2016-06,20.8
501,대연평,2016-07,23.9
501,대연평,2016-08,26.8
501,대연평,2016-09,22.5
501,대연평,2017-05,15.6
501,대연평,2017-06,20.3
501,대연평,2017-07,25.2
501,대연평,2017-08,25.5
501,대연평,2017-09,22
501,대연평,2017-10,15.3
501,대연평,2017-11,6.3
501,대연평,2017-12,-1
501,대연평,2018-01,-3.8
501,대연평,2018-02,-2.2
501,대연평,2018-03,4.5
501,대연평,2018-04,9.6
501,대연평,2018-05,14.8
501,대연평,2018-06,19.4
501,대연평,2018-07,24.6
501,대연평,2018-08,26.8
501,대연평,2018-09,21.1
501,대연평,2018-10,13.7
501,대연평,2018-11,8.5
501,대연평,2018-12,-.1
501,대연평,2019-01,-.7
501,대연평,2019-02,.5
501,대연평,2019-03,5.3
501,대연평,2019-04,9.9
501,대연평,2019-05,15.6
501,대연평,2019-06,19.6
501,대연평,2019-07,23.3
501,대연평,2019-08,25.9
501,대연평,2019-09,22
501,대연평,2019-10,16.7
501,대연평,2019-11,8.1
501,대연평,2019-12,2.2
502,교동,2015-01,-1.6
502,교동,2015-02,.8
502,교동,2015-03,4.9
502,교동,2015-04,12.3
502,교동,2015-05,16.8
502,교동,2015-06,21.6
502,교동,2015-07,24.2
502,교동,2015-08,25.4
502,교동,2015-09,21.7
502,교동,2015-10,15.1
502,교동,2015-11,8.6
502,교동,2015-12,1.5
502,교동,2016-01,-3.3
502,교동,2016-02,.1
502,교동,2016-03,5.8
502,교동,2016-04,12.1
502,교동,2016-05,17.8
502,교동,2016-06,21.4
502,교동,2016-07,24.6
502,교동,2016-08,26.8
502,교동,2016-09,22.3
502,교동,2016-10,15.4
502,교동,2016-11,6.6
502,교동,2016-12,.6
502,교동,2017-01,-2.7
502,교동,2017-02,-1.2
502,교동,2017-03,4.5
502,교동,2017-04,11.6
502,교동,2017-05,16.7
502,교동,2017-06,20.9
502,교동,2017-07,25.4
502,교동,2017-08,24.5
502,교동,2017-09,20.4
502,교동,2017-10,14.4
502,교동,2017-11,4.7
502,교동,2017-12,-2.9
502,교동,2018-01,-5.5
502,교동,2018-02,-3
502,교동,2018-03,5.7
502,교동,2018-04,10.7
502,교동,2018-05,16
502,교동,2018-06,20.6
502,교동,2018-07,25.7
502,교동,2018-08,27
502,교동,2018-09,20.4
502,교동,2018-10,12.1
502,교동,2018-11,6.7
502,교동,2018-12,-1.8
502,교동,2019-01,-2.5
502,교동,2019-02,-.4
502,교동,2019-03,5.1
502,교동,2019-04,10.4
502,교동,2019-05,16.8
502,교동,2019-06,20.5
502,교동,2019-07,24.4
502,교동,2019-08,26
502,교동,2019-09,21.1
502,교동,2019-10,15.4
502,교동,2019-11,6.3
502,교동,2019-12,.6
503,도라산,2015-01,-3.2
503,도라산,2015-02,-.7
503,도라산,2015-03,3.9
503,도라산,2015-04,11.4
503,도라산,2015-05,16.8
503,도라산,2015-06,21.4
503,도라산,2015-07,23.9
503,도라산,2015-08,24.2
503,도라산,2015-09,19.3
503,도라산,2015-10,12.7
503,도라산,2015-11,7.4
503,도라산,2015-12,-.1
503,도라산,2016-01,-5
503,도라산,2016-02,-1.4
503,도라산,2016-03,5
503,도라산,2016-04,12.2
503,도라산,2016-05,17.4
503,도라산,2016-06,21.4
503,도라산,2016-07,24.2
503,도라산,2016-08,25.4
503,도라산,2016-09,20.6
503,도라산,2016-10,13.3
503,도라산,2016-11,4.6
503,도라산,2016-12,-.6
503,도라산,2017-01,-3.5
503,도라산,2017-02,-2.3
503,도라산,2017-03,3.5
503,도라산,2017-04,11.2
503,도라산,2017-05,16.2
503,도라산,2017-07,24.9
503,도라산,2017-08,23.4
503,도라산,2017-09,18.5
503,도라산,2017-10,12.6
503,도라산,2017-11,2.6
503,도라산,2017-12,-4.9
503,도라산,2018-02,-4.4
503,도라산,2018-03,5.8
503,도라산,2018-04,10.4
503,도라산,2018-05,16
503,도라산,2018-06,20.4
503,도라산,2018-07,24.8
503,도라산,2018-08,25.7
503,도라산,2018-09,18.5
503,도라산,2018-10,9.9
503,도라산,2018-11,4.6
503,도라산,2018-12,-3.3
503,도라산,2019-01,-4.4
503,도라산,2019-02,-1.4
503,도라산,2019-03,4.3
503,도라산,2019-04,9.6
503,도라산,2019-05,16.7
503,도라산,2019-06,20.1
503,도라산,2019-07,23.8
503,도라산,2019-08,24.4
503,도라산,2019-09,19.9
503,도라산,2019-10,13.6
503,도라산,2019-11,4.5
503,도라산,2019-12,-.8
504,포천,2015-01,-3
504,포천,2015-02,-.7
504,포천,2015-03,4.5
504,포천,2015-04,11.9
504,포천,2015-05,17.8
504,포천,2015-06,22.6
504,포천,2015-07,24.6
504,포천,2015-08,24.8
504,포천,2015-09,19.9
504,포천,2015-10,13
504,포천,2015-11,7.5
504,포천,2015-12,-.3
504,포천,2016-01,-5
504,포천,2016-02,-1.3
504,포천,2016-03,5.6
504,포천,2016-04,13.2
504,포천,2016-05,18.4
504,포천,2016-06,22.6
504,포천,2016-07,24.8
504,포천,2016-08,26.2
504,포천,2016-09,20.9
504,포천,2016-10,14
504,포천,2016-11,5.1
504,포천,2016-12,-.5
504,포천,2017-01,-3.5
504,포천,2017-02,-1.6
504,포천,2017-03,4.4
504,포천,2017-04,12.4
504,포천,2017-05,17.9
504,포천,2017-06,21.7
504,포천,2017-07,26.1
504,포천,2017-08,24.3
504,포천,2017-09,19.3
504,포천,2017-10,12.9
504,포천,2017-11,3.1
504,포천,2017-12,-3.8
504,포천,2018-01,-6.4
504,포천,2018-02,-3.6
504,포천,2018-03,6.8
504,포천,2018-04,11.6
504,포천,2018-05,17.2
504,포천,2018-06,22.2
504,포천,2018-07,26.3
504,포천,2018-08,26.9
504,포천,2018-09,19.3
504,포천,2018-10,10.2
504,포천,2018-11,4.9
504,포천,2018-12,-3
504,포천,2019-01,-3.9
504,포천,2019-02,-1
504,포천,2019-03,5.2
504,포천,2019-04,10.5
504,포천,2019-05,18.3
504,포천,2019-06,21.5
504,포천,2019-07,24.8
504,포천,2019-08,25.5
504,포천,2019-09,20.7
504,포천,2019-10,14
504,포천,2019-11,5.3
504,포천,2019-12,-.3
505,가평조종,2015-01,-4
505,가평조종,2015-02,-1.4
505,가평조종,2015-03,4
505,가평조종,2015-04,11
505,가평조종,2015-05,17
505,가평조종,2015-06,21.7
505,가평조종,2015-07,23.8
505,가평조종,2015-08,24.1
505,가평조종,2015-09,19
505,가평조종,2015-10,12.2
505,가평조종,2015-11,6.5
505,가평조종,2015-12,-1.2
505,가평조종,2016-01,-5.8
505,가평조종,2016-02,-2
505,가평조종,2016-03,4.7
505,가평조종,2016-04,12.6
505,가평조종,2016-05,17.3
505,가평조종,2016-06,21.6
505,가평조종,2016-07,24.1
505,가평조종,2016-08,25.4
505,가평조종,2016-09,19.9
505,가평조종,2016-10,13.1
505,가평조종,2016-11,4.3
505,가평조종,2016-12,-1.4
505,가평조종,2017-01,-4.3
505,가평조종,2017-02,-2.2
505,가평조종,2017-03,3.7
505,가평조종,2017-04,11.9
505,가평조종,2017-05,17.2
505,가평조종,2017-06,21.1
505,가평조종,2017-07,25.5
505,가평조종,2017-08,23.6
505,가평조종,2017-09,18.2
505,가평조종,2017-10,12.4
505,가평조종,2017-11,2.4
505,가평조종,2017-12,-5.1
505,가평조종,2018-01,-6.8
505,가평조종,2018-02,-4
505,가평조종,2018-03,6
505,가평조종,2018-04,11.1
505,가평조종,2018-05,16.4
505,가평조종,2018-06,21.5
505,가평조종,2018-07,25.6
505,가평조종,2018-08,26.4
505,가평조종,2018-09,18.3
505,가평조종,2018-10,9.4
505,가평조종,2018-11,4.4
505,가평조종,2018-12,-3.8
505,가평조종,2019-01,-4.2
505,가평조종,2019-02,-1.6
505,가평조종,2019-03,4.3
505,가평조종,2019-04,9.8
505,가평조종,2019-05,17.2
505,가평조종,2019-06,20.5
505,가평조종,2019-07,24.4
505,가평조종,2019-08,24.7
505,가평조종,2019-09,19.7
505,가평조종,2019-10,12.8
505,가평조종,2019-11,3.9
505,가평조종,2019-12,-1.4
506,파주금촌,2015-01,-2.4
506,파주금촌,2015-02,-.1
506,파주금촌,2015-03,4.6
506,파주금촌,2015-04,12.3
506,파주금촌,2015-05,17.5
506,파주금촌,2015-06,22.1
506,파주금촌,2015-07,24.6
506,파주금촌,2015-08,25.1
506,파주금촌,2015-09,20.6
506,파주금촌,2015-10,13.6
506,파주금촌,2015-11,7.9
506,파주금촌,2015-12,.3
506,파주금촌,2016-01,-4.2
506,파주금촌,2016-02,-.9
506,파주금촌,2016-03,5.8
506,파주금촌,2016-04,12.9
506,파주금촌,2016-05,18.2
506,파주금촌,2016-06,22.3
506,파주금촌,2016-07,25.3
506,파주금촌,2016-08,26.7
506,파주금촌,2016-09,21.7
506,파주금촌,2016-10,14.3
506,파주금촌,2016-11,5.7
506,파주금촌,2016-12,.4
506,파주금촌,2017-01,-3.1
506,파주금촌,2017-02,-1.3
506,파주금촌,2017-03,4.6
506,파주금촌,2017-04,12.6
506,파주금촌,2017-05,17.9
506,파주금촌,2017-06,22
506,파주금촌,2017-07,26.2
506,파주금촌,2017-08,25
506,파주금촌,2017-09,20.2
506,파주금촌,2017-10,14
506,파주금촌,2017-11,4
506,파주금촌,2017-12,-3.3
506,파주금촌,2018-01,-5.6
506,파주금촌,2018-02,-3.1
506,파주금촌,2018-03,6.9
506,파주금촌,2018-04,11.8
506,파주금촌,2018-05,17.2
506,파주금촌,2018-06,21.9
506,파주금촌,2018-07,26.4
506,파주금촌,2018-08,27.4
506,파주금촌,2018-09,20.1
506,파주금촌,2018-10,11.3
506,파주금촌,2018-11,5.8
506,파주금촌,2018-12,-2.3
506,파주금촌,2019-01,-3
506,파주금촌,2019-02,-.3
506,파주금촌,2019-03,5.6
506,파주금촌,2019-04,10.9
506,파주금촌,2019-05,18.1
506,파주금촌,2019-06,21.5
506,파주금촌,2019-07,25.2
506,파주금촌,2019-08,26.3
506,파주금촌,2019-09,21.4
506,파주금촌,2019-10,14.9
506,파주금촌,2019-11,5.8
506,파주금촌,2019-12,.4
507,창수,2015-01,-3.6
507,창수,2015-02,-1
507,창수,2015-04,11.8
507,창수,2015-05,17.3
507,창수,2015-06,22
507,창수,2015-07,24.4
507,창수,2015-08,24.8
507,창수,2015-09,19.7
507,창수,2015-11,7.3
507,창수,2015-12,-.8
507,창수,2016-01,-5.8
507,창수,2016-02,-1.5
507,창수,2016-03,5.2
507,창수,2016-04,12.9
507,창수,2016-05,17.6
507,창수,2016-06,22.1
507,창수,2016-07,24.6
507,창수,2016-08,26
507,창수,2016-09,21
507,창수,2016-10,13.7
507,창수,2016-11,4.9
507,창수,2016-12,-.7
507,창수,2017-01,-3.6
507,창수,2017-02,-2
507,창수,2017-03,4.1
507,창수,2017-04,12.4
507,창수,2017-05,17.5
507,창수,2017-06,21.6
507,창수,2017-07,25.9
507,창수,2017-08,24.7
507,창수,2017-09,19.3
507,창수,2017-10,13.1
507,창수,2017-11,2.9
507,창수,2017-12,-4.6
507,창수,2018-01,-6.8
507,창수,2018-02,-4
507,창수,2018-03,6.7
507,창수,2018-04,11.6
507,창수,2018-05,16.9
507,창수,2018-06,21.7
507,창수,2018-07,25.9
507,창수,2018-08,26.9
507,창수,2018-09,19.2
507,창수,2018-10,10.1
507,창수,2019-01,-4.4
507,창수,2019-02,-1.4
507,창수,2019-03,4.8
507,창수,2019-04,10.4
507,창수,2019-05,17.8
507,창수,2019-06,21
507,창수,2019-07,25
507,창수,2019-08,25.4
507,창수,2019-09,20.6
507,창수,2019-10,14
507,창수,2019-11,4.9
507,창수,2019-12,-.7
508,왕산,2015-01,-1
508,왕산,2015-02,.7
508,왕산,2015-03,4.4
508,왕산,2015-04,11
508,왕산,2015-05,14.9
508,왕산,2015-06,19.5
508,왕산,2015-07,22.6
508,왕산,2015-08,24.1
508,왕산,2015-09,21.3
508,왕산,2015-10,15.4
508,왕산,2015-11,8.9
508,왕산,2015-12,2.4
508,왕산,2016-01,-2.4
508,왕산,2016-02,.5
508,왕산,2016-03,5.5
508,왕산,2016-04,11.5
508,왕산,2016-05,16.7
508,왕산,2016-06,19.6
508,왕산,2016-07,23.3
508,왕산,2016-08,25.3
508,왕산,2016-09,21.7
508,왕산,2016-10,15.5
508,왕산,2016-11,7.2
508,왕산,2016-12,2.2
508,왕산,2017-01,-1
508,왕산,2017-02,-.2
508,왕산,2017-03,4.7
508,왕산,2017-04,10.6
508,왕산,2017-05,15.5
508,왕산,2017-06,19.1
508,왕산,2017-07,23.9
508,왕산,2017-08,24.4
508,왕산,2017-09,20.8
508,왕산,2017-10,15
508,왕산,2017-11,6
508,왕산,2017-12,-1.2
508,왕산,2018-01,-3.9
508,왕산,2018-02,-2.5
508,왕산,2018-03,5.4
508,왕산,2018-04,10.5
508,왕산,2018-05,15
508,왕산,2018-06,19.2
508,왕산,2018-07,24.5
508,왕산,2018-08,26.3
508,왕산,2018-09,20.6
508,왕산,2018-10,13.7
508,왕산,2018-11,8.7
508,왕산,2018-12,-.1
508,왕산,2019-01,-.5
508,왕산,2019-02,.2
508,왕산,2019-03,5.3
508,왕산,2019-04,10
508,왕산,2019-05,15.8
508,왕산,2019-06,19
508,왕산,2019-07,22.8
508,왕산,2019-08,25.3
508,왕산,2019-09,21.3
508,왕산,2019-10,16.2
508,왕산,2019-11,8.1
508,왕산,2019-12,2.1
509,관악,2015-01,-1.5
509,관악,2015-02,.6
509,관악,2015-03,5.4
509,관악,2015-04,12.5
509,관악,2015-05,17.4
509,관악,2015-06,21.9
509,관악,2015-07,24.4
509,관악,2015-08,25
509,관악,2015-09,20.8
509,관악,2015-10,14.3
509,관악,2015-11,8.2
509,관악,2015-12,.8
509,관악,2016-01,-3.6
509,관악,2016-02,-.4
509,관악,2016-03,5.9
509,관악,2016-04,12.9
509,관악,2016-05,17.9
509,관악,2016-06,21.7
509,관악,2016-07,24.8
509,관악,2016-08,26.2
509,관악,2016-09,21.4
509,관악,2016-10,14.7
509,관악,2016-11,6.2
509,관악,2016-12,.9
509,관악,2017-01,-2.4
509,관악,2017-02,-.9
509,관악,2017-03,5.1
509,관악,2017-04,12.6
509,관악,2017-05,17.6
509,관악,2017-06,22.4
509,관악,2017-07,25.4
509,관악,2017-08,24.3
509,관악,2017-09,19.9
509,관악,2017-10,14.1
509,관악,2017-11,4.5
509,관악,2017-12,-2.6
509,관악,2018-01,-5
509,관악,2018-02,-2.7
509,관악,2018-03,6.7
509,관악,2018-04,11.6
509,관악,2018-05,16.7
509,관악,2018-06,21.2
509,관악,2018-07,25.9
509,관악,2018-08,27
509,관악,2018-09,19.7
509,관악,2018-10,11.4
509,관악,2018-11,6.5
509,관악,2018-12,-1.5
509,관악,2019-01,-2.1
509,관악,2019-02,-.3
509,관악,2019-03,5.8
509,관악,2019-04,10.6
509,관악,2019-05,17.4
509,관악,2019-06,20.5
509,관악,2019-07,24.3
509,관악,2019-08,25.3
509,관악,2019-09,21
509,관악,2019-10,14.8
509,관악,2019-11,6.3
509,관악,2019-12,.6
510,영등포 ,2015-01,.3
510,영등포 ,2015-02,2.2
510,영등포 ,2015-03,7.2
510,영등포 ,2015-04,14.2
510,영등포 ,2015-05,19.5
510,영등포 ,2015-06,24
510,영등포 ,2015-07,26.1
510,영등포 ,2015-08,27.2
510,영등포 ,2015-09,23.4
510,영등포 ,2015-10,16.8
510,영등포 ,2015-11,10.1
510,영등포 ,2015-12,3.3
510,영등포 ,2016-01,-1.5
510,영등포 ,2016-02,1.8
510,영등포 ,2016-03,8.2
510,영등포 ,2016-04,15
510,영등포 ,2016-05,20.5
510,영등포 ,2016-06,24.2
510,영등포 ,2016-07,26.8
510,영등포 ,2016-08,28.9
510,영등포 ,2016-09,23.9
510,영등포 ,2016-10,17.2
510,영등포 ,2016-11,8.3
510,영등포 ,2016-12,3.1
510,영등포 ,2017-01,.5
510,영등포 ,2017-02,1.4
510,영등포 ,2017-03,7.5
510,영등포 ,2017-04,14.9
510,영등포 ,2017-05,20
510,영등포 ,2017-06,23.7
510,영등포 ,2017-07,27.5
510,영등포 ,2017-08,26.7
510,영등포 ,2017-09,23
510,영등포 ,2017-10,17
510,영등포 ,2017-11,6.8
510,영등포 ,2017-12,-.7
510,영등포 ,2018-01,-2.7
510,영등포 ,2018-02,-.4
510,영등포 ,2018-03,8.9
510,영등포 ,2018-04,14
510,영등포 ,2018-05,19.1
510,영등포 ,2018-06,23.7
510,영등포 ,2018-07,28.4
510,영등포 ,2018-08,29.3
510,영등포 ,2018-09,22.4
510,영등포 ,2018-10,14.7
510,영등포 ,2018-11,9.5
510,영등포 ,2018-12,.7
510,영등포 ,2019-01,.5
510,영등포 ,2019-02,2.2
510,영등포 ,2019-03,8
510,영등포 ,2019-04,13.1
510,영등포 ,2019-05,20.2
510,영등포 ,2019-06,23.3
510,영등포 ,2019-07,26.5
510,영등포 ,2019-08,28
510,영등포 ,2019-09,23.7
510,영등포 ,2019-10,17.7
510,영등포 ,2019-11,9.1
510,영등포 ,2019-12,2.8
511,공촌동,2015-01,-1.4
511,공촌동,2015-02,.8
511,공촌동,2015-03,5.1
511,공촌동,2015-04,12.5
511,공촌동,2015-05,17.1
511,공촌동,2015-06,21.9
511,공촌동,2015-07,24.6
511,공촌동,2015-08,25.3
511,공촌동,2015-09,21.4
511,공촌동,2015-10,14.7
511,공촌동,2015-11,8.7
511,공촌동,2015-12,1.7
511,공촌동,2016-01,-2.9
511,공촌동,2016-02,.4
511,공촌동,2016-03,6.4
511,공촌동,2016-04,12.9
511,공촌동,2016-05,18.2
511,공촌동,2016-06,22
511,공촌동,2016-07,25
511,공촌동,2016-08,26.7
511,공촌동,2016-09,22
511,공촌동,2016-10,15.2
511,공촌동,2016-11,6.9
511,공촌동,2016-12,1.5
511,공촌동,2017-01,-1.9
511,공촌동,2017-02,-.3
511,공촌동,2017-03,5.4
511,공촌동,2017-04,12.5
511,공촌동,2017-05,17.6
511,공촌동,2017-06,21.5
511,공촌동,2017-07,25.8
511,공촌동,2017-08,24.9
511,공촌동,2017-09,20.8
511,공촌동,2017-10,14.8
511,공촌동,2017-11,5.1
511,공촌동,2017-12,-1.9
511,공촌동,2018-01,-4.4
511,공촌동,2018-02,-2.2
511,공촌동,2018-03,7.1
511,공촌동,2018-04,11.8
511,공촌동,2018-05,16.9
511,공촌동,2018-06,21.4
511,공촌동,2018-07,26.2
511,공촌동,2018-08,27.6
511,공촌동,2018-09,20.7
511,공촌동,2018-10,12.4
511,공촌동,2018-11,7.4
511,공촌동,2018-12,-.9
511,공촌동,2019-01,-1.5
511,공촌동,2019-02,.3
511,공촌동,2019-03,6.2
511,공촌동,2019-04,11.1
511,공촌동,2019-05,17.7
511,공촌동,2019-06,21
511,공촌동,2019-07,25
511,공촌동,2019-08,26.2
511,공촌동,2019-09,21.7
511,공촌동,2019-10,15.7
511,공촌동,2019-11,7.1
511,공촌동,2019-12,1.4
512,인천연수,2015-01,-.6
512,인천연수,2015-02,1.3
512,인천연수,2015-03,5.4
512,인천연수,2015-04,12.6
512,인천연수,2015-05,17.3
512,인천연수,2015-06,22.3
512,인천연수,2015-07,25.2
512,인천연수,2015-08,26.4
512,인천연수,2015-09,22.4
512,인천연수,2015-10,15.8
512,인천연수,2015-11,9.6
512,인천연수,2015-12,2.5
512,인천연수,2016-01,-2
512,인천연수,2016-02,.9
512,인천연수,2016-03,6.5
512,인천연수,2016-04,13
512,인천연수,2016-05,18.5
512,인천연수,2016-06,22.6
512,인천연수,2016-07,25.8
512,인천연수,2016-08,27.9
512,인천연수,2016-09,23.2
512,인천연수,2016-10,16.4
512,인천연수,2016-11,7.6
512,인천연수,2016-12,2.4
512,인천연수,2017-01,-.8
512,인천연수,2017-02,.4
512,인천연수,2017-03,5.9
512,인천연수,2017-04,12.7
512,인천연수,2017-05,18
512,인천연수,2017-06,22.2
512,인천연수,2017-07,26.6
512,인천연수,2017-08,25.9
512,인천연수,2017-09,22
512,인천연수,2017-10,16
512,인천연수,2017-11,6.2
512,인천연수,2017-12,-1
512,인천연수,2018-01,-3.5
512,인천연수,2018-02,-1.5
512,인천연수,2018-03,7.3
512,인천연수,2018-04,12.2
512,인천연수,2018-05,17.3
512,인천연수,2018-06,21.8
512,인천연수,2018-07,27.4
512,인천연수,2018-08,28.8
512,인천연수,2018-09,21.9
512,인천연수,2018-10,13.6
512,인천연수,2018-11,8.3
512,인천연수,2018-12,0
512,인천연수,2019-01,-.7
512,인천연수,2019-02,.9
512,인천연수,2019-03,6.6
512,인천연수,2019-04,11.5
512,인천연수,2019-05,17.9
512,인천연수,2019-06,21.8
512,인천연수,2019-07,25.7
512,인천연수,2019-08,27.6
512,인천연수,2019-09,22.9
512,인천연수,2019-10,16.8
512,인천연수,2019-11,8.1
512,인천연수,2019-12,2.2
513,덕적도,2015-01,0
513,덕적도,2015-02,1.3
513,덕적도,2015-03,4.6
513,덕적도,2015-04,10.9
513,덕적도,2015-05,15.2
513,덕적도,2015-06,19.8
513,덕적도,2015-07,22.9
513,덕적도,2015-08,24.6
513,덕적도,2015-09,21.6
513,덕적도,2015-10,15.9
513,덕적도,2015-11,10.2
513,덕적도,2015-12,3.8
513,덕적도,2016-01,-1
513,덕적도,2016-02,1
513,덕적도,2016-03,5.7
513,덕적도,2016-04,10.9
513,덕적도,2016-05,16.4
513,덕적도,2016-06,19.9
513,덕적도,2016-07,23.5
513,덕적도,2016-08,25.7
513,덕적도,2016-09,22
513,덕적도,2016-10,16.2
513,덕적도,2016-11,8.4
513,덕적도,2016-12,3.3
513,덕적도,2017-01,0
513,덕적도,2017-02,.4
513,덕적도,2017-03,5.2
513,덕적도,2017-04,11.2
513,덕적도,2017-05,15.9
513,덕적도,2017-06,20.1
513,덕적도,2017-07,24.1
513,덕적도,2017-08,24.5
513,덕적도,2017-09,21
513,덕적도,2017-10,15.6
513,덕적도,2017-11,7
513,덕적도,2017-12,.3
513,덕적도,2018-01,-2.8
513,덕적도,2018-02,-1.5
513,덕적도,2018-03,5.3
513,덕적도,2018-04,10.2
513,덕적도,2018-05,14.9
513,덕적도,2018-06,19.2
513,덕적도,2018-07,24.6
513,덕적도,2018-08,26.4
513,덕적도,2018-09,21
513,덕적도,2018-10,13.8
513,덕적도,2018-11,9
513,덕적도,2018-12,1.2
513,덕적도,2019-01,.2
513,덕적도,2019-02,1
513,덕적도,2019-03,5.7
513,덕적도,2019-04,10.2
513,덕적도,2019-05,16
513,덕적도,2019-06,19.3
513,덕적도,2019-07,23.1
513,덕적도,2019-08,25.5
513,덕적도,2019-09,22
513,덕적도,2019-10,16.5
513,덕적도,2019-11,9
513,덕적도,2019-12,3.3
514,대부도,2015-01,-.4
514,대부도,2015-02,1.4
514,대부도,2015-03,5
514,대부도,2015-04,11.9
514,대부도,2015-05,15.8
514,대부도,2015-06,20.6
514,대부도,2015-07,23.8
514,대부도,2015-08,25
514,대부도,2015-09,21.7
514,대부도,2015-10,15.7
514,대부도,2015-11,9.6
514,대부도,2015-12,2.9
514,대부도,2016-01,-1.9
514,대부도,2016-02,.7
514,대부도,2016-03,5.6
514,대부도,2016-04,11.4
514,대부도,2016-05,16.9
514,대부도,2016-06,20.6
514,대부도,2016-07,24.1
514,대부도,2016-08,25.8
514,대부도,2016-09,21.9
514,대부도,2016-10,15.6
514,대부도,2016-11,7.3
514,대부도,2016-12,2.3
514,대부도,2017-01,-.8
514,대부도,2017-02,.1
514,대부도,2017-03,4.9
514,대부도,2017-04,11.4
514,대부도,2017-05,16.3
514,대부도,2017-06,20.3
514,대부도,2017-07,25.2
514,대부도,2017-08,24.5
514,대부도,2017-09,20.3
514,대부도,2017-10,14.8
514,대부도,2017-11,5.6
514,대부도,2017-12,-1
514,대부도,2018-01,-3.8
514,대부도,2018-02,-2.1
514,대부도,2018-03,6.2
514,대부도,2018-04,10.8
514,대부도,2018-05,16
514,대부도,2018-06,20
514,대부도,2018-07,25.3
514,대부도,2018-08,26.7
514,대부도,2018-09,20.2
514,대부도,2018-10,12.3
514,대부도,2018-11,7.1
514,대부도,2018-12,-.2
514,대부도,2019-01,-1.3
514,대부도,2019-02,.2
514,대부도,2019-03,5.6
514,대부도,2019-04,10.2
514,대부도,2019-05,16.1
514,대부도,2019-06,20
514,대부도,2019-07,24.2
514,대부도,2019-08,25.6
514,대부도,2019-09,21.3
514,대부도,2019-10,15.5
514,대부도,2019-11,7.1
514,대부도,2019-12,1.7
515,운평,2015-01,-.9
515,운평,2015-02,1.1
515,운평,2015-03,4.7
515,운평,2015-04,12.1
515,운평,2015-05,16.5
515,운평,2015-06,21.2
515,운평,2015-07,24.2
515,운평,2015-08,24.9
515,운평,2015-09,21
515,운평,2015-10,14.9
515,운평,2015-11,9.3
515,운평,2015-12,2.3
515,운평,2016-01,-2.2
515,운평,2016-02,.8
515,운평,2016-03,6.1
515,운평,2016-04,12.5
515,운평,2016-05,17.8
515,운평,2016-06,21.7
515,운평,2016-07,24.9
515,운평,2016-08,26
515,운평,2016-09,21.9
515,운평,2016-10,15.3
515,운평,2016-11,6.9
515,운평,2016-12,1.9
515,운평,2017-01,-1.2
515,운평,2017-02,0
515,운평,2017-03,4.9
515,운평,2017-04,12.1
515,운평,2017-05,17.3
515,운평,2017-06,20.9
515,운평,2017-07,25.8
515,운평,2017-08,24.8
515,운평,2017-09,20.6
515,운평,2017-10,14.9
