지점,지점명,일시,평균기온(°C)
622,수안보,2019-08,24.7
622,수안보,2019-09,19.9
622,수안보,2019-10,12.8
622,수안보,2019-11,5.3
622,수안보,2019-12,-.8
623,증평,2015-01,-1.4
623,증평,2015-02,.7
623,증평,2015-03,5.9
623,증평,2015-04,12.7
623,증평,2015-05,18.8
623,증평,2015-06,23.3
623,증평,2015-07,25.3
623,증평,2015-08,25.9
623,증평,2015-09,20.8
623,증평,2015-10,13.9
623,증평,2015-11,9.1
623,증평,2015-12,1.5
623,증평,2016-01,-2.7
623,증평,2016-02,.1
623,증평,2016-03,6.5
623,증평,2016-04,14.4
623,증평,2016-05,19.3
623,증평,2016-06,23.6
623,증평,2016-07,25.7
623,증평,2016-08,27.1
623,증평,2016-09,21.9
623,증평,2016-10,15
623,증평,2016-11,5.9
623,증평,2016-12,.9
623,증평,2017-01,-2.4
623,증평,2017-02,-.4
623,증평,2017-03,5.5
623,증평,2017-04,13.4
623,증평,2017-05,18.8
623,증평,2017-06,22.7
623,증평,2017-07,26.4
623,증평,2017-08,25.5
623,증평,2017-09,20.3
623,증평,2017-10,14.6
623,증평,2017-11,4.5
623,증평,2017-12,-2.3
623,증평,2018-01,-4.6
623,증평,2018-02,-2.3
623,증평,2018-03,7.5
623,증평,2018-04,12.9
623,증평,2018-05,18.2
623,증평,2018-06,22.8
623,증평,2018-07,27.1
623,증평,2018-08,27.7
623,증평,2018-09,20.1
623,증평,2018-10,11.6
623,증평,2018-11,6.6
623,증평,2018-12,-.9
623,증평,2019-01,-1.5
623,증평,2019-02,.9
623,증평,2019-03,6.5
623,증평,2019-04,11.7
623,증평,2019-05,18.6
623,증평,2019-06,21.8
623,증평,2019-07,25
623,증평,2019-08,26
623,증평,2019-09,21.5
623,증평,2019-10,14.9
623,증평,2019-11,7.3
623,증평,2019-12,.9
624,상당,2015-01,-2.4
624,상당,2015-02,-.2
624,상당,2015-03,4.3
624,상당,2015-04,11.2
624,상당,2015-05,17
624,상당,2015-06,21.3
624,상당,2015-07,23.5
624,상당,2015-08,24
624,상당,2015-09,18.5
624,상당,2015-10,12.3
624,상당,2015-11,8.2
624,상당,2015-12,.9
624,상당,2016-01,-3.9
624,상당,2016-02,-1
624,상당,2016-03,4.9
624,상당,2016-04,12.8
624,상당,2016-05,17.4
624,상당,2016-06,21.5
624,상당,2016-07,24.2
624,상당,2016-08,25
624,상당,2016-09,19.8
624,상당,2016-10,13.6
624,상당,2016-11,4.8
624,상당,2016-12,.1
624,상당,2017-01,-3.3
624,상당,2017-02,-1.4
624,상당,2017-03,4
624,상당,2017-04,12
624,상당,2017-05,16.9
624,상당,2017-06,20.8
624,상당,2017-07,25
624,상당,2017-08,23.7
624,상당,2017-09,18.3
624,상당,2017-10,12.9
624,상당,2017-11,3.6
624,상당,2017-12,-3
624,상당,2018-01,-5.3
624,상당,2018-02,-3.3
624,상당,2018-03,6
624,상당,2018-04,11.6
624,상당,2018-05,17
624,상당,2018-06,21.1
624,상당,2018-07,25.5
624,상당,2018-08,26
624,상당,2018-09,18.3
624,상당,2018-10,10.1
624,상당,2018-11,4.8
624,상당,2018-12,-2.4
624,상당,2019-01,-3.3
624,상당,2019-02,-.6
624,상당,2019-03,4.9
624,상당,2019-04,10.2
624,상당,2019-05,16.6
624,상당,2019-06,20.1
624,상당,2019-07,23.6
624,상당,2019-08,24.6
624,상당,2019-09,20
624,상당,2019-10,13
624,상당,2019-11,5.8
624,상당,2019-12,-.4
625,속리산,2015-01,-2.8
625,속리산,2015-02,-.9
625,속리산,2015-03,3.8
625,속리산,2015-04,10.5
625,속리산,2015-05,16.3
625,속리산,2015-06,20.7
625,속리산,2015-07,23
625,속리산,2015-08,23.4
625,속리산,2015-09,18
625,속리산,2015-10,11.9
625,속리산,2015-11,7.6
625,속리산,2015-12,.6
625,속리산,2016-01,-4.3
625,속리산,2016-02,-1.6
625,속리산,2016-03,4.6
625,속리산,2016-04,12.3
625,속리산,2016-05,16.7
625,속리산,2016-06,21.2
625,속리산,2016-07,23.8
625,속리산,2016-08,25.1
625,속리산,2016-09,19.7
625,속리산,2016-10,13.3
625,속리산,2016-11,4.8
625,속리산,2016-12,-.1
625,속리산,2017-01,-3.7
625,속리산,2017-02,-1.6
625,속리산,2017-03,3.7
625,속리산,2017-04,11.7
625,속리산,2017-05,16.5
625,속리산,2017-06,20.5
625,속리산,2017-07,24.4
625,속리산,2017-08,23.4
625,속리산,2017-09,17.9
625,속리산,2017-10,12.6
625,속리산,2017-11,3.2
625,속리산,2017-12,-3.5
625,속리산,2018-01,-5.7
625,속리산,2018-02,-3.7
625,속리산,2018-03,5.8
625,속리산,2018-04,11.2
625,속리산,2018-05,16.3
625,속리산,2018-06,20.6
625,속리산,2018-07,25.2
625,속리산,2018-08,25.8
625,속리산,2018-09,18.2
625,속리산,2018-10,9.7
625,속리산,2018-11,4.7
625,속리산,2018-12,-2.4
625,속리산,2019-01,-3.4
625,속리산,2019-02,-.7
625,속리산,2019-03,4.6
625,속리산,2019-04,9.9
625,속리산,2019-05,16.3
625,속리산,2019-06,19.7
625,속리산,2019-07,23.2
625,속리산,2019-08,24.4
625,속리산,2019-09,19.9
625,속리산,2019-10,12.9
625,속리산,2019-11,5.8
625,속리산,2019-12,-.5
626,옥천청산,2015-01,-1.6
626,옥천청산,2015-02,.6
626,옥천청산,2015-03,5.2
626,옥천청산,2015-04,11.7
626,옥천청산,2015-05,17.5
626,옥천청산,2015-06,21.6
626,옥천청산,2015-07,24.1
626,옥천청산,2015-08,24.3
626,옥천청산,2015-09,18.7
626,옥천청산,2015-10,12.8
626,옥천청산,2015-11,8.8
626,옥천청산,2015-12,1.6
626,옥천청산,2016-01,-2.9
626,옥천청산,2016-02,-.3
626,옥천청산,2016-03,5.8
626,옥천청산,2016-04,13.4
626,옥천청산,2016-05,17.9
626,옥천청산,2016-06,22.1
626,옥천청산,2016-07,24.9
626,옥천청산,2016-08,26.2
626,옥천청산,2016-09,20.7
626,옥천청산,2016-10,14.4
626,옥천청산,2016-11,5.5
626,옥천청산,2016-12,.7
626,옥천청산,2017-01,-2.3
626,옥천청산,2017-02,-.3
626,옥천청산,2017-03,4.8
626,옥천청산,2017-04,12.6
626,옥천청산,2017-05,17.4
626,옥천청산,2017-06,21.6
626,옥천청산,2017-07,25.4
626,옥천청산,2017-08,24.2
626,옥천청산,2017-09,18.7
626,옥천청산,2017-10,13.4
626,옥천청산,2017-11,4.1
626,옥천청산,2017-12,-2.3
626,옥천청산,2018-01,-4.2
626,옥천청산,2018-02,-2.6
626,옥천청산,2018-03,6.8
626,옥천청산,2018-04,12.4
626,옥천청산,2018-05,17.4
626,옥천청산,2018-06,21.7
626,옥천청산,2018-07,26.2
626,옥천청산,2018-08,26.7
626,옥천청산,2018-09,18.9
626,옥천청산,2018-10,10.5
626,옥천청산,2018-11,5.2
626,옥천청산,2018-12,-1.6
626,옥천청산,2019-01,-2.5
626,옥천청산,2019-02,.5
626,옥천청산,2019-03,5.9
626,옥천청산,2019-04,11.1
626,옥천청산,2019-05,17.2
626,옥천청산,2019-06,21
626,옥천청산,2019-07,24.1
626,옥천청산,2019-08,25.2
626,옥천청산,2019-09,20.8
626,옥천청산,2019-10,13.7
626,옥천청산,2019-11,6.5
626,옥천청산,2019-12,.3
627,태안,2015-01,.2
627,태안,2015-02,1.7
627,태안,2015-03,5.4
627,태안,2015-04,12.1
627,태안,2015-05,16.6
627,태안,2015-06,21.4
627,태안,2015-07,24.4
627,태안,2015-08,25.8
627,태안,2015-09,22.3
627,태안,2015-10,16.2
627,태안,2015-11,10.3
627,태안,2015-12,3.8
627,태안,2016-01,-.5
627,태안,2016-02,1.5
627,태안,2016-03,6.4
627,태안,2016-04,12.3
627,태안,2016-05,17.7
627,태안,2016-06,21.9
627,태안,2016-07,25.5
627,태안,2016-08,27.1
627,태안,2016-09,22.7
627,태안,2016-10,16.5
627,태안,2016-11,8.6
627,태안,2016-12,3.5
627,태안,2017-01,.3
627,태안,2017-02,.7
627,태안,2017-03,5.6
627,태안,2017-04,12
627,태안,2017-05,17.3
627,태안,2017-06,21.3
627,태안,2017-07,25.7
627,태안,2017-08,25.6
627,태안,2017-09,21.4
627,태안,2017-10,16.1
627,태안,2017-11,6.9
627,태안,2017-12,.4
627,태안,2018-01,-2.3
627,태안,2018-02,-1.2
627,태안,2018-03,6.5
627,태안,2018-04,11.6
627,태안,2018-05,16.6
627,태안,2018-06,21
627,태안,2018-07,26.4
627,태안,2018-08,27.5
627,태안,2018-09,21
627,태안,2018-10,13.6
627,태안,2018-11,8.7
627,태안,2018-12,1.2
627,태안,2019-01,0
627,태안,2019-02,.9
627,태안,2019-03,5.7
627,태안,2019-04,10.9
627,태안,2019-05,17
627,태안,2019-06,20.3
627,태안,2019-07,24.3
627,태안,2019-08,26.1
627,태안,2019-09,21.9
627,태안,2019-10,16.4
627,태안,2019-11,8.8
627,태안,2019-12,3.1
628,예산,2015-01,-.6
628,예산,2015-02,1.2
628,예산,2015-03,5.7
628,예산,2015-04,12.7
628,예산,2015-05,18.2
628,예산,2015-06,22.4
628,예산,2015-07,24.9
628,예산,2015-08,25.8
628,예산,2015-09,21.2
628,예산,2015-10,15.1
628,예산,2015-11,9.5
628,예산,2015-12,2.4
628,예산,2016-01,-1.9
628,예산,2016-02,.8
628,예산,2016-03,6.6
628,예산,2016-04,13.7
628,예산,2016-05,18.9
628,예산,2016-06,22.6
628,예산,2016-07,25.7
628,예산,2016-08,26.7
628,예산,2016-09,21.8
628,예산,2016-10,15
628,예산,2016-11,6.6
628,예산,2016-12,1.8
628,예산,2017-01,-1.5
628,예산,2017-02,-.1
628,예산,2017-03,5.3
628,예산,2017-04,13.1
628,예산,2017-05,18.4
628,예산,2017-06,22
628,예산,2017-07,26.5
628,예산,2017-08,25.4
628,예산,2017-09,20.6
628,예산,2017-10,14.9
628,예산,2017-11,5.6
628,예산,2017-12,-1
628,예산,2018-01,-3.6
628,예산,2018-02,-1.8
628,예산,2018-03,7.5
628,예산,2018-04,12.6
628,예산,2018-05,18
628,예산,2018-06,22.5
628,예산,2018-07,27.4
628,예산,2018-08,27.9
628,예산,2018-09,20.7
628,예산,2018-10,12.6
628,예산,2018-11,7.6
628,예산,2018-12,.1
628,예산,2019-01,-.6
628,예산,2019-02,.9
628,예산,2019-03,6.6
628,예산,2019-04,11.8
628,예산,2019-05,18.5
628,예산,2019-06,21.6
628,예산,2019-07,25.3
628,예산,2019-08,26.3
628,예산,2019-09,21.7
628,예산,2019-10,15.6
628,예산,2019-11,7.7
628,예산,2019-12,2.2
629,세종전의,2015-01,-1.5
629,세종전의,2015-02,.3
629,세종전의,2015-03,5
629,세종전의,2015-04,11.9
629,세종전의,2015-05,17.3
629,세종전의,2015-06,22
629,세종전의,2015-07,24.4
629,세종전의,2015-08,24.8
629,세종전의,2015-09,19.5
629,세종전의,2015-10,13.3
629,세종전의,2015-11,8.6
629,세종전의,2015-12,1.3
629,세종전의,2016-01,-3.3
629,세종전의,2016-02,-.3
629,세종전의,2016-03,5.5
629,세종전의,2016-04,13.4
629,세종전의,2016-05,18
629,세종전의,2016-06,22.4
629,세종전의,2016-07,25.4
629,세종전의,2016-08,26
629,세종전의,2016-09,21.1
629,세종전의,2016-10,14.5
629,세종전의,2016-11,5.7
629,세종전의,2016-12,.9
629,세종전의,2017-01,-2.3
629,세종전의,2017-02,-.5
629,세종전의,2017-03,4.9
629,세종전의,2017-04,13.1
629,세종전의,2017-05,17.9
629,세종전의,2017-06,21.7
629,세종전의,2017-07,26.2
629,세종전의,2017-08,24.9
629,세종전의,2017-09,19.3
629,세종전의,2017-10,13.4
629,세종전의,2017-11,4.3
629,세종전의,2017-12,-2.2
629,세종전의,2018-01,-4.5
629,세종전의,2018-02,-2.7
629,세종전의,2018-03,7
629,세종전의,2018-04,12.1
629,세종전의,2018-05,17.6
629,세종전의,2018-06,21.9
629,세종전의,2018-07,26.6
629,세종전의,2018-08,27.3
629,세종전의,2018-09,19.3
629,세종전의,2018-10,10.9
629,세종전의,2018-11,5.7
629,세종전의,2018-12,-1.6
629,세종전의,2019-01,-2.6
629,세종전의,2019-02,-.3
629,세종전의,2019-03,5.6
629,세종전의,2019-04,10.9
629,세종전의,2019-05,17.5
629,세종전의,2019-06,21.2
629,세종전의,2019-07,24.9
629,세종전의,2019-08,25.7
629,세종전의,2019-09,20.9
629,세종전의,2019-10,14.1
629,세종전의,2019-11,6.3
629,세종전의,2019-12,.4
630,노은,2015-01,-2.6
630,노은,2015-02,-.6
630,노은,2015-03,4.3
630,노은,2015-04,11.6
630,노은,2015-05,17.5
630,노은,2015-06,21.7
630,노은,2015-07,24
630,노은,2015-08,24
630,노은,2015-09,18.6
630,노은,2015-10,12.1
630,노은,2015-11,8
630,노은,2015-12,.4
630,노은,2016-01,-4.1
630,노은,2016-02,-1.2
630,노은,2016-03,5.1
630,노은,2016-04,13.1
630,노은,2016-05,17.7
630,노은,2016-06,22.2
630,노은,2016-07,24.4
630,노은,2016-08,25.4
630,노은,2016-09,20.1
630,노은,2016-10,13.7
630,노은,2016-11,4.9
630,노은,2016-12,-.3
630,노은,2017-01,-3.6
630,노은,2017-02,-1.3
630,노은,2017-03,4.4
630,노은,2017-04,12.4
630,노은,2017-05,17.6
630,노은,2017-06,21.5
630,노은,2017-07,25.3
630,노은,2017-08,24
630,노은,2017-09,18.4
630,노은,2017-10,13.3
630,노은,2017-11,3.7
630,노은,2017-12,-3.2
630,노은,2018-01,-5.2
630,노은,2018-02,-3.4
630,노은,2018-03,6.6
630,노은,2018-04,12.1
630,노은,2018-05,17.1
630,노은,2018-06,21.8
630,노은,2018-07,25.9
630,노은,2018-08,26.2
630,노은,2018-09,18.6
630,노은,2018-10,10.2
630,노은,2018-11,5.2
630,노은,2018-12,-2.5
630,노은,2019-01,-3.5
630,노은,2019-02,-.3
630,노은,2019-03,5.3
630,노은,2019-04,10.6
630,노은,2019-05,17.5
630,노은,2019-06,20.9
630,노은,2019-07,24.4
630,노은,2019-08,25.2
630,노은,2019-09,20.4
630,노은,2019-10,13.3
630,노은,2019-11,5.5
630,노은,2019-12,-.5
631,송도,2015-01,-.5
631,송도,2015-02,1.2
631,송도,2015-03,4.7
631,송도,2015-04,11.7
631,송도,2015-05,16
631,송도,2015-06,21.2
631,송도,2015-07,24.5
631,송도,2015-08,26.1
631,송도,2015-09,22.9
631,송도,2015-10,16.6
631,송도,2015-11,10
631,송도,2015-12,2.9
631,송도,2016-01,-1.9
631,송도,2016-02,.9
631,송도,2016-03,5.8
631,송도,2016-04,11.8
631,송도,2016-05,17.3
631,송도,2016-06,21.6
631,송도,2016-07,25.2
631,송도,2016-08,27.4
631,송도,2016-09,23.5
631,송도,2016-10,16.8
631,송도,2016-11,7.9
631,송도,2016-12,2.6
631,송도,2017-01,-.8
631,송도,2017-02,.3
631,송도,2017-03,5.3
631,송도,2017-04,11.6
631,송도,2017-05,17
631,송도,2017-06,21.2
631,송도,2017-07,26.1
631,송도,2017-08,26.1
631,송도,2017-09,22.5
631,송도,2017-10,16.3
631,송도,2017-11,6.1
631,송도,2017-12,-1.3
631,송도,2018-01,-4
631,송도,2018-02,-2.3
631,송도,2018-03,5.9
631,송도,2018-04,10.8
631,송도,2018-05,15.8
631,송도,2018-06,20.1
631,송도,2018-07,25.8
631,송도,2018-08,27.9
631,송도,2018-09,21.5
631,송도,2018-10,12.5
631,송도,2018-11,6.8
631,송도,2018-12,-.8
631,송도,2019-01,-1.5
631,송도,2019-02,-.4
631,송도,2019-03,5.2
631,송도,2019-04,10.1
631,송도,2019-05,16.5
631,송도,2019-06,20.7
631,송도,2019-07,24.9
631,송도,2019-08,27
631,송도,2019-09,22.9
631,송도,2019-10,17.1
631,송도,2019-11,8.2
631,송도,2019-12,2
632,유구,2015-01,-1.4
632,유구,2015-02,.3
632,유구,2015-03,5
632,유구,2015-04,12.1
632,유구,2015-05,17.6
632,유구,2015-06,22.3
632,유구,2015-07,24.8
632,유구,2015-08,25.2
632,유구,2015-09,19.8
632,유구,2015-10,13.5
632,유구,2015-11,9.3
632,유구,2015-12,1.8
632,유구,2016-01,-2.8
632,유구,2016-02,-.2
632,유구,2016-03,5.4
632,유구,2016-04,13.4
632,유구,2016-05,18.3
632,유구,2016-06,22.2
632,유구,2016-07,25.5
632,유구,2016-08,26.3
632,유구,2016-09,21
632,유구,2016-10,14.5
632,유구,2016-11,5.5
632,유구,2016-12,.6
632,유구,2017-01,-2.7
632,유구,2017-02,-.8
632,유구,2017-03,4.3
632,유구,2017-04,12.2
632,유구,2017-05,17.4
632,유구,2017-06,21.5
632,유구,2017-07,26.6
632,유구,2017-08,25.2
632,유구,2017-09,19.6
632,유구,2017-10,13.6
632,유구,2017-11,4.2
632,유구,2017-12,-2.2
632,유구,2018-01,-4.4
632,유구,2018-02,-2.6
632,유구,2018-03,6.8
632,유구,2018-04,11.8
632,유구,2018-05,17.7
632,유구,2018-06,22.2
632,유구,2018-07,27.1
632,유구,2018-08,27.8
632,유구,2018-09,19.7
632,유구,2018-10,11.1
632,유구,2018-11,5.9
632,유구,2018-12,-1.3
632,유구,2019-01,-2.3
632,유구,2019-02,-.1
632,유구,2019-03,5.5
632,유구,2019-04,10.9
632,유구,2019-05,17.5
632,유구,2019-06,21.4
632,유구,2019-07,25
632,유구,2019-08,25.9
632,유구,2019-09,21.2
632,유구,2019-10,14.3
632,유구,2019-11,6.6
632,유구,2019-12,1.3
633,정안,2015-01,-.8
633,정안,2015-02,1
633,정안,2015-03,5.7
633,정안,2015-04,12.3
633,정안,2015-05,17.5
633,정안,2015-06,21.9
633,정안,2015-07,24.1
633,정안,2015-08,24.7
633,정안,2015-09,19.4
633,정안,2015-10,13.3
633,정안,2015-11,8.9
633,정안,2015-12,1.7
633,정안,2016-01,-2.7
633,정안,2016-02,0
633,정안,2016-03,5.7
633,정안,2016-04,13.4
633,정안,2016-05,18.2
633,정안,2016-06,22.3
633,정안,2016-07,25.4
633,정안,2016-08,26.1
633,정안,2016-09,21.1
633,정안,2016-10,14.5
633,정안,2016-11,5.9
633,정안,2016-12,1.1
633,정안,2017-01,-2.1
633,정안,2017-02,-.3
633,정안,2017-03,5.1
633,정안,2017-04,13.2
633,정안,2017-05,17.8
633,정안,2017-06,21.6
633,정안,2017-07,26.2
633,정안,2017-08,24.7
633,정안,2017-09,19.3
633,정안,2017-10,13.8
633,정안,2017-11,4.6
633,정안,2017-12,-1.9
633,정안,2018-01,-4.3
633,정안,2018-02,-2.1
633,정안,2018-03,7.1
633,정안,2018-04,12.3
633,정안,2018-05,17.8
633,정안,2018-06,22.1
633,정안,2018-07,26.5
633,정안,2018-08,27.2
633,정안,2018-09,19.4
633,정안,2018-10,11
633,정안,2018-11,6
633,정안,2018-12,-1
633,정안,2019-01,-2
633,정안,2019-02,.1
633,정안,2019-03,6
633,정안,2019-04,11.2
633,정안,2019-05,17.6
633,정안,2019-06,21
633,정안,2019-07,24.7
633,정안,2019-08,25.5
633,정안,2019-09,21
633,정안,2019-10,14.4
633,정안,2019-11,6.8
633,정안,2019-12,1
634,아산,2015-01,-.6
634,아산,2015-02,1.2
634,아산,2015-03,5.4
634,아산,2015-04,12.6
634,아산,2015-05,17.8
634,아산,2015-06,22.3
634,아산,2015-07,24.9
634,아산,2015-08,25.6
634,아산,2015-09,21.3
634,아산,2015-10,15
634,아산,2015-11,9.5
634,아산,2015-12,2.6
634,아산,2016-01,-2
634,아산,2016-02,.8
634,아산,2016-03,6.3
634,아산,2016-04,13.2
634,아산,2016-05,18.7
634,아산,2016-06,22.8
634,아산,2016-07,25.8
634,아산,2016-08,26.9
634,아산,2016-09,22.3
634,아산,2016-10,15.5
634,아산,2016-11,7.2
634,아산,2016-12,2.4
634,아산,2017-01,-.9
634,아산,2017-02,.5
634,아산,2017-03,5.5
634,아산,2017-04,13.3
634,아산,2017-05,18.7
634,아산,2017-06,22.2
634,아산,2017-07,26.5
634,아산,2017-08,25.6
634,아산,2017-09,21.1
634,아산,2017-10,15.4
634,아산,2017-11,6.1
634,아산,2017-12,-.5
634,아산,2018-01,-3.3
634,아산,2018-02,-1.6
634,아산,2018-03,7.6
634,아산,2018-04,12.6
634,아산,2018-05,18
634,아산,2018-06,22.8
634,아산,2018-07,27.4
634,아산,2018-08,28
634,아산,2018-09,20.6
634,아산,2018-10,12.5
634,아산,2018-11,7.2
634,아산,2018-12,0
634,아산,2019-01,-1.2
634,아산,2019-02,.4
634,아산,2019-03,6.1
634,아산,2019-04,11.2
634,아산,2019-05,18.3
634,아산,2019-06,21.6
634,아산,2019-07,25.3
634,아산,2019-08,26.3
634,아산,2019-09,21.8
634,아산,2019-10,15.6
634,아산,2019-11,7.5
634,아산,2019-12,2
635,양화,2015-01,-.7
635,양화,2015-02,.9
635,양화,2015-03,5.2
635,양화,2015-04,12.2
635,양화,2015-05,17.7
635,양화,2015-06,21.9
635,양화,2015-07,24.7
635,양화,2015-08,25.4
635,양화,2015-09,20.4
635,양화,2015-10,14.2
635,양화,2015-11,9.7
635,양화,2015-12,2.8
635,양화,2016-01,-1.5
635,양화,2016-02,.7
635,양화,2016-03,5.7
635,양화,2016-04,13
635,양화,2016-05,18.5
635,양화,2016-06,22.8
635,양화,2016-07,26.1
635,양화,2016-08,27.2
635,양화,2016-09,21.9
635,양화,2016-10,15.5
635,양화,2016-11,7
635,양화,2016-12,2.1
635,양화,2017-01,-1.1
635,양화,2017-02,.3
635,양화,2017-03,4.8
635,양화,2017-04,12.3
635,양화,2017-05,17.7
635,양화,2017-06,21.8
635,양화,2017-07,26.7
635,양화,2017-08,25.8
635,양화,2017-09,20.3
635,양화,2017-10,14.8
635,양화,2017-11,5.2
635,양화,2017-12,-.8
635,양화,2018-01,-3
635,양화,2018-02,-1.3
635,양화,2018-03,7.5
635,양화,2018-04,12.4
635,양화,2018-05,18.3
635,양화,2018-06,22.7
635,양화,2018-07,27.3
635,양화,2018-08,27.9
635,양화,2018-09,20.7
635,양화,2018-10,11.9
635,양화,2018-11,6.9
635,양화,2018-12,.1
635,양화,2019-01,-1.4
635,양화,2019-02,1.1
635,양화,2019-03,6.1
635,양화,2019-04,11.5
635,양화,2019-05,17.9
635,양화,2019-06,21.1
635,양화,2019-07,24.9
635,양화,2019-08,26.1
635,양화,2019-09,21.6
635,양화,2019-10,15.2
635,양화,2019-11,7.8
635,양화,2019-12,1.9
636,계룡,2015-01,-1.9
636,계룡,2015-02,0
636,계룡,2015-03,4.5
636,계룡,2015-04,11.2
636,계룡,2015-05,16.6
636,계룡,2015-06,21.1
636,계룡,2015-07,24
636,계룡,2015-08,24.3
636,계룡,2015-09,19.3
636,계룡,2015-10,12.6
636,계룡,2015-11,8.8
636,계룡,2015-12,1.2
636,계룡,2016-01,-2.8
636,계룡,2016-02,-.6
636,계룡,2016-03,4.8
636,계룡,2016-04,12.5
636,계룡,2016-05,17.1
636,계룡,2016-06,21.5
636,계룡,2016-07,25
636,계룡,2016-08,25.9
636,계룡,2016-09,20.6
636,계룡,2016-10,14.1
636,계룡,2016-11,5.2
636,계룡,2016-12,.4
636,계룡,2017-01,-2.6
636,계룡,2017-02,-.9
636,계룡,2017-03,4.1
636,계룡,2017-04,12
636,계룡,2017-05,16.4
636,계룡,2017-06,20.5
636,계룡,2017-07,25.8
636,계룡,2017-08,24.4
636,계룡,2017-09,19
636,계룡,2017-10,13.5
636,계룡,2017-11,4.1
636,계룡,2017-12,-2.1
636,계룡,2018-01,-4.3
636,계룡,2018-02,-2.8
636,계룡,2018-03,6.5
636,계룡,2018-04,11.5
636,계룡,2018-05,17.1
636,계룡,2018-06,21.4
636,계룡,2018-07,26.1
636,계룡,2018-08,26.9
636,계룡,2018-09,19.4
636,계룡,2018-10,10.5
636,계룡,2018-11,5
636,계룡,2018-12,-1.7
636,계룡,2019-01,-3
636,계룡,2019-02,-.4
636,계룡,2019-03,5.1
636,계룡,2019-04,10.5
636,계룡,2019-05,16.4
636,계룡,2019-06,20.2
636,계룡,2019-07,24.1
636,계룡,2019-08,25.1
636,계룡,2019-09,20.7
636,계룡,2019-10,13.9
636,계룡,2019-12,.2
637,신평,2015-01,-.8
637,신평,2015-02,.9
637,신평,2015-03,5
637,신평,2015-04,12.2
637,신평,2015-05,17.6
637,신평,2015-06,22.1
637,신평,2015-07,24.7
637,신평,2015-08,25.5
637,신평,2015-09,21.2
637,신평,2015-10,14.8
637,신평,2015-11,9.3
637,신평,2015-12,2.4
637,신평,2016-01,-2.2
637,신평,2016-02,.4
637,신평,2016-03,6
637,신평,2016-04,13.1
637,신평,2016-05,18.5
637,신평,2016-06,22.6
637,신평,2016-07,25.6
637,신평,2016-08,26.7
637,신평,2016-09,22.1
637,신평,2016-10,15.3
637,신평,2016-11,6.9
637,신평,2016-12,1.9
637,신평,2017-01,-1.2
637,신평,2017-02,.1
637,신평,2017-03,5.2
637,신평,2017-04,12.9
637,신평,2017-05,18.6
637,신평,2017-06,22.1
637,신평,2017-07,26.6
637,신평,2017-08,25.5
637,신평,2017-09,20.9
637,신평,2017-10,15.2
637,신평,2017-11,5.8
637,신평,2017-12,-.8
637,신평,2018-01,-3.5
637,신평,2018-02,-1.8
637,신평,2018-03,7.4
637,신평,2018-04,12.2
637,신평,2018-05,17.8
637,신평,2018-06,22.4
637,신평,2018-07,27.2
637,신평,2018-08,27.9
637,신평,2018-09,20.8
637,신평,2018-10,12.5
637,신평,2018-11,7.3
637,신평,2018-12,-.1
637,신평,2019-01,-1.1
637,신평,2019-02,.5
637,신평,2019-03,6.2
637,신평,2019-04,11.4
637,신평,2019-05,18.5
637,신평,2019-06,21.1
637,신평,2019-07,24.8
637,신평,2019-08,25.6
637,신평,2019-09,21.4
637,신평,2019-10,15.4
637,신평,2019-11,7.7
637,신평,2019-12,2.2
638,영춘,2015-01,-2.3
638,영춘,2015-02,0
638,영춘,2015-03,5.2
638,영춘,2015-04,11.6
638,영춘,2015-05,18.4
638,영춘,2015-06,21.8
638,영춘,2015-07,23.6
638,영춘,2015-08,24.3
638,영춘,2015-09,18.9
638,영춘,2015-10,12.8
638,영춘,2015-11,8
638,영춘,2015-12,.3
638,영춘,2016-01,-3.8
638,영춘,2016-02,-.7
638,영춘,2016-03,5.7
638,영춘,2016-04,13.4
638,영춘,2016-05,17.8
638,영춘,2016-06,22.6
638,영춘,2016-07,24.4
638,영춘,2016-08,25.7
638,영춘,2016-09,20
638,영춘,2016-10,14
638,영춘,2016-11,5.4
638,영춘,2016-12,0
638,영춘,2017-01,-2.9
638,영춘,2017-02,-.8
638,영춘,2017-03,4.6
638,영춘,2017-04,12.8
638,영춘,2017-05,18.1
638,영춘,2017-06,21.4
638,영춘,2017-07,25.1
638,영춘,2017-08,23.4
638,영춘,2017-09,18.1
638,영춘,2017-10,13.2
638,영춘,2017-11,3.8
638,영춘,2017-12,-3.5
638,영춘,2018-01,-5.1
638,영춘,2018-02,-3.1
638,영춘,2018-03,6.4
638,영춘,2018-04,12.1
638,영춘,2018-05,16.8
638,영춘,2018-06,21.7
638,영춘,2018-07,25.7
638,영춘,2018-08,25.8
638,영춘,2018-09,18
638,영춘,2018-10,10.3
638,영춘,2018-11,5.1
638,영춘,2018-12,-2.3
638,영춘,2019-01,-3.1
638,영춘,2019-02,.2
638,영춘,2019-03,5.3
638,영춘,2019-04,10.7
638,영춘,2019-05,17.8
638,영춘,2019-06,20.7
638,영춘,2019-07,23.5
638,영춘,2019-08,24.7
638,영춘,2019-09,19.9
638,영춘,2019-10,13.2
638,영춘,2019-11,5.7
638,영춘,2019-12,-.8
639,덕산,2015-01,-2.3
639,덕산,2015-02,-.3
639,덕산,2015-03,4.8
639,덕산,2015-04,11.5
639,덕산,2015-05,17.2
639,덕산,2015-06,21.4
